race_id,timestamp,lap_number,source
47,1776715916.392,1,wall
47,1776715917.124,1,wall
47,1776715917.19,1,wall
47,1776715917.808,1,wall
47,1776715921.645,1,wall
47,1776715921.712,1,wall
47,1776715921.795,1,wall
47,1776715921.962,1,wall
47,1776715923.384,1,wall
47,1776715924.887,1,wall
47,1776715924.936,1,wall
47,1776715924.969,1,wall
47,1776715925.053,1,wall
47,1776715925.454,1,wall
47,1776715926.06,1,wall
47,1776715926.194,1,wall
47,1776715926.397,1,wall
47,1776715927.418,1,wall
47,1776715927.534,1,wall
47,1776715927.684,1,wall
47,1776715927.734,1,wall
47,1776715927.868,1,wall
47,1776715928.002,1,wall
47,1776715928.153,1,wall
47,1776715928.669,1,wall
47,1776715928.802,1,wall
47,1776715928.836,1,wall
47,1776715928.869,1,wall
47,1776715928.952,1,wall
47,1776715929.036,1,wall
47,1776715929.069,1,wall
47,1776715929.118,1,wall
47,1776715929.168,1,wall
47,1776715929.219,1,wall
47,1776715930.204,1,wall
47,1776715930.271,1,wall
47,1776715930.353,1,wall
47,1776715930.387,1,wall
47,1776715930.436,1,wall
47,1776715930.469,1,wall
47,1776715930.502,1,wall
47,1776715930.603,1,wall
47,1776715930.719,1,wall
47,1776715930.752,1,wall
47,1776715930.836,1,wall
47,1776715932.293,1,wall
47,1776715932.328,1,wall
47,1776715932.361,1,wall
47,1776715932.41,1,wall
47,1776715932.46,1,wall
47,1776715932.509,1,wall
47,1776715932.542,1,wall
47,1776715932.593,1,wall
47,1776715932.642,1,wall
47,1776715932.758,1,wall
47,1776715932.807,1,wall
47,1776715932.958,1,wall
47,1776715933.659,1,wall
47,1776715933.725,1,wall
47,1776715933.979,1,wall
47,1776715934.113,1,wall
47,1776715934.196,1,wall
47,1776715934.363,1,wall
47,1776715934.414,1,wall
47,1776715934.464,1,wall
47,1776715934.498,1,wall
47,1776715934.564,1,wall
47,1776715934.614,1,wall
47,1776715936.176,1,wall
47,1776715936.793,1,obstacle
47,1776715937.027,1,wall
47,1776715937.06,1,wall
47,1776715937.145,1,wall
47,1776715937.245,1,wall
47,1776715937.296,1,wall
47,1776715937.38,1,wall
47,1776715937.479,1,wall
47,1776715937.512,1,wall
47,1776715937.594,1,wall
47,1776715937.678,1,wall
47,1776715937.744,1,wall
47,1776715937.828,1,wall
47,1776715938.144,1,wall
47,1776715939.346,1,wall
47,1776715939.429,1,wall
47,1776715940.244,1,wall
47,1776715940.277,1,wall
47,1776715940.344,1,wall
47,1776715941.403,1,wall
47,1776715941.488,1,wall
47,1776715941.52,1,wall
47,1776715941.886,1,wall
47,1776715941.919,1,wall
47,1776715941.971,1,wall
47,1776715942.004,1,wall
47,1776715942.305,1,wall
47,1776715944.357,2,wall
47,1776715945.726,2,wall
47,1776715945.809,2,wall
47,1776715945.842,2,wall
47,1776715945.893,2,wall
47,1776715946.609,2,wall
47,1776715946.641,2,wall
47,1776715947.192,2,wall
47,1776715948.056,2,wall
47,1776715948.189,2,wall
47,1776715949.674,2,wall
47,1776715949.758,2,wall
47,1776715950.441,2,wall
47,1776715950.574,2,wall
47,1776715950.606,2,wall
47,1776715950.755,2,wall
47,1776715952.285,2,wall
47,1776715953.288,2,wall
47,1776715954.546,2,wall
47,1776715955.455,2,wall
47,1776715955.521,2,wall
47,1776715955.671,2,wall
47,1776715956.797,2,wall
47,1776715957.541,2,wall
47,1776715957.658,2,wall
47,1776715957.708,2,wall
47,1776715957.758,2,wall
47,1776715957.79,2,wall
47,1776715957.84,2,wall
47,1776715957.891,2,wall
47,1776715958.024,2,wall
47,1776715959.109,2,wall
47,1776715959.278,2,wall
47,1776715959.995,2,obstacle
47,1776715960.278,2,wall
47,1776715962.71,2,wall
47,1776715962.761,2,wall
47,1776715964.143,2,wall
47,1776715964.326,2,wall
47,1776715964.359,2,wall
47,1776715964.393,2,wall
47,1776715964.459,2,wall
47,1776715964.525,2,wall
47,1776715964.558,2,wall
47,1776715966.459,3,wall
47,1776715966.542,3,wall
47,1776715967.372,3,wall
47,1776715967.422,3,wall
47,1776715967.471,3,wall
47,1776715967.555,3,wall
47,1776715968.919,3,wall
47,1776715969.002,3,wall
47,1776715969.035,3,wall
47,1776715969.961,3,wall
47,1776715969.995,3,wall
47,1776715970.567,3,wall
47,1776715970.685,3,wall
47,1776715971.825,3,wall
47,1776715971.925,3,wall
47,1776715971.976,3,wall
47,1776715972.009,3,wall
47,1776715972.159,3,wall
47,1776715972.937,3,wall
47,1776715973.072,3,wall
47,1776715973.306,3,wall
47,1776715973.39,3,wall
47,1776715973.846,3,wall
47,1776715973.897,3,wall
47,1776715973.93,3,wall
47,1776715974.826,3,wall
47,1776715974.943,3,wall
47,1776715976.103,3,wall
47,1776715976.136,3,wall
47,1776715976.588,3,wall
47,1776715977.755,3,wall
47,1776715978.317,3,wall
47,1776715978.367,3,wall
47,1776715978.417,3,wall
47,1776715978.5,3,wall
47,1776715978.55,3,wall
47,1776715978.618,3,wall
47,1776715978.685,3,wall
47,1776715978.769,3,wall
47,1776715978.853,3,wall
47,1776715978.903,3,wall
47,1776715978.936,3,wall
47,1776715979.819,3,wall
47,1776715979.985,3,wall
47,1776715980.554,3,wall
47,1776715981.124,3,obstacle
47,1776715981.141,3,wall
47,1776715981.224,3,wall
47,1776715981.309,3,wall
47,1776715981.358,3,wall
47,1776715981.459,3,wall
47,1776715981.526,3,wall
47,1776715981.642,3,wall
47,1776715983.588,3,wall
47,1776715983.654,3,wall
47,1776715983.755,3,wall
47,1776715983.788,3,wall
47,1776715984.187,3,wall
47,1776715984.253,3,wall
47,1776715984.302,3,wall
47,1776715984.336,3,wall
47,1776715984.385,3,wall
47,1776715984.436,3,wall
47,1776715984.502,3,wall
47,1776715984.551,3,wall
47,1776715984.601,3,wall
47,1776715984.65,3,wall
47,1776715984.716,3,wall
47,1776715984.766,3,wall
47,1776715984.833,3,wall
47,1776715984.883,3,wall
47,1776715984.95,3,wall
47,1776715985.0,3,wall
47,1776715985.068,3,wall
47,1776715985.469,3,wall
47,1776715985.535,3,wall
47,1776715985.885,3,wall
47,1776715986.765,3,wall
47,1776715986.798,3,wall
47,1776715986.847,3,wall
47,1776715986.93,3,wall
47,1776715987.012,3,wall
47,1776715987.096,3,wall
48,1776719983.851,1,wall
48,1776719984.353,1,wall
48,1776719984.471,1,wall
48,1776719986.208,1,wall
48,1776719987.26,1,wall
48,1776719987.291,1,wall
48,1776719988.579,1,wall
48,1776719988.613,1,wall
48,1776719988.646,1,wall
48,1776719990.126,1,wall
48,1776719990.642,1,wall
48,1776719990.676,1,wall
48,1776719991.478,1,wall
48,1776719991.562,1,wall
48,1776719993.015,1,wall
48,1776719993.097,1,wall
48,1776719993.147,1,wall
48,1776719993.181,1,wall
48,1776719993.248,1,wall
48,1776719993.299,1,wall
48,1776719993.333,1,wall
48,1776719993.434,1,wall
48,1776719995.204,1,wall
48,1776719995.236,1,wall
48,1776719995.501,1,wall
48,1776719995.699,1,wall
48,1776719995.833,1,wall
48,1776719995.884,1,wall
48,1776719997.521,1,wall
48,1776719997.588,1,wall
48,1776719998.344,1,obstacle
48,1776719998.393,1,wall
48,1776719998.409,1,obstacle
48,1776719998.426,1,wall
48,1776719998.459,1,wall
48,1776719998.509,1,wall
48,1776719998.574,1,wall
48,1776719998.69,1,wall
48,1776719998.756,1,wall
48,1776719998.823,1,wall
48,1776719998.888,1,wall
48,1776719999.676,1,wall
48,1776720001.634,1,wall
48,1776720001.733,1,wall
48,1776720002.823,1,wall
48,1776720002.906,1,wall
48,1776720002.939,1,wall
48,1776720003.157,1,wall
48,1776720003.275,1,wall
48,1776720005.122,2,wall
48,1776720005.357,2,wall
48,1776720005.491,2,wall
48,1776720005.54,2,wall
48,1776720005.573,2,wall
48,1776720006.075,2,wall
48,1776720006.124,2,wall
48,1776720006.174,2,wall
48,1776720006.226,2,wall
48,1776720006.259,2,wall
48,1776720006.441,2,wall
48,1776720006.525,2,wall
48,1776720006.591,2,wall
48,1776720006.643,2,wall
48,1776720006.677,2,wall
48,1776720006.744,2,wall
48,1776720006.793,2,wall
48,1776720006.845,2,wall
48,1776720006.879,2,wall
48,1776720006.913,2,wall
48,1776720006.979,2,wall
48,1776720007.028,2,wall
48,1776720007.095,2,wall
48,1776720007.195,2,wall
48,1776720007.38,2,wall
48,1776720007.882,2,wall
48,1776720008.167,2,wall
48,1776720009.923,2,wall
48,1776720009.99,2,wall
48,1776720010.607,2,wall
48,1776720010.658,2,wall
48,1776720011.128,2,wall
48,1776720011.161,2,wall
48,1776720011.893,2,wall
48,1776720012.094,2,wall
48,1776720013.397,2,wall
48,1776720013.481,2,wall
48,1776720013.531,2,wall
48,1776720013.895,2,wall
48,1776720013.946,2,wall
48,1776720013.979,2,wall
48,1776720014.047,2,wall
48,1776720014.96,2,wall
48,1776720015.11,2,wall
48,1776720015.161,2,wall
48,1776720015.227,2,wall
48,1776720015.913,2,wall
48,1776720016.215,2,wall
48,1776720017.967,2,wall
48,1776720018.168,2,wall
48,1776720019.874,2,wall
48,1776720019.923,2,wall
48,1776720019.956,2,wall
48,1776720020.039,2,wall
48,1776720020.105,2,wall
48,1776720020.155,2,wall
48,1776720020.288,2,wall
48,1776720020.321,2,wall
48,1776720020.39,2,wall
48,1776720020.423,2,wall
48,1776720020.489,2,wall
48,1776720020.556,2,wall
48,1776720020.671,2,wall
48,1776720020.706,2,wall
48,1776720020.788,2,wall
48,1776720021.418,2,wall
48,1776720021.451,2,wall
48,1776720022.23,2,wall
48,1776720022.597,2,wall
48,1776720022.763,2,wall
48,1776720023.414,2,obstacle
48,1776720023.496,2,wall
48,1776720023.547,2,wall
48,1776720023.913,2,wall
48,1776720025.465,2,wall
48,1776720025.497,2,wall
48,1776720025.597,2,wall
48,1776720025.948,2,wall
48,1776720025.997,2,wall
48,1776720026.03,2,wall
48,1776720026.08,2,wall
48,1776720026.129,2,wall
48,1776720027.332,2,wall
48,1776720027.499,2,wall
48,1776720027.548,2,wall
48,1776720027.598,2,wall
48,1776720028.346,2,wall
48,1776720028.413,2,wall
48,1776720028.446,2,wall
48,1776720028.479,2,wall
48,1776720028.594,2,wall
48,1776720029.917,3,wall
48,1776720029.983,3,wall
48,1776720030.85,3,wall
48,1776720030.883,3,wall
48,1776720030.95,3,wall
48,1776720033.469,3,wall
48,1776720033.502,3,wall
48,1776720033.536,3,wall
48,1776720034.004,3,wall
48,1776720035.172,3,wall
48,1776720035.238,3,wall
48,1776720035.305,3,wall
48,1776720037.08,3,wall
48,1776720037.281,3,wall
48,1776720038.763,3,wall
48,1776720038.796,3,wall
48,1776720038.979,3,wall
48,1776720039.028,3,wall
48,1776720039.061,3,wall
48,1776720039.981,3,wall
48,1776720041.46,3,wall
48,1776720041.509,3,wall
48,1776720041.559,3,wall
48,1776720041.842,3,wall
48,1776720041.994,3,wall
48,1776720042.126,3,wall
48,1776720042.209,3,wall
48,1776720042.292,3,wall
48,1776720042.391,3,wall
48,1776720042.458,3,wall
48,1776720042.508,3,wall
48,1776720043.465,3,wall
48,1776720043.498,3,wall
48,1776720044.328,3,obstacle
48,1776720044.51,3,wall
48,1776720044.544,3,wall
48,1776720044.593,3,wall
48,1776720044.61,3,obstacle
48,1776720044.677,3,wall
48,1776720044.794,3,wall
48,1776720044.81,3,obstacle
48,1776720044.994,3,wall
48,1776720045.044,3,wall
48,1776720045.094,3,wall
48,1776720045.127,3,wall
48,1776720045.144,3,obstacle
48,1776720045.193,3,wall
48,1776720045.209,3,obstacle
48,1776720045.244,3,wall
48,1776720045.327,3,wall
48,1776720045.411,3,wall
48,1776720045.494,3,wall
48,1776720045.562,3,wall
48,1776720045.678,3,wall
48,1776720046.348,3,wall
48,1776720046.516,3,wall
48,1776720047.205,3,wall
48,1776720047.289,3,wall
48,1776720047.338,3,wall
48,1776720048.043,3,wall
48,1776720048.11,3,wall
48,1776720048.295,3,wall
48,1776720049.736,3,wall
48,1776720049.771,3,wall
48,1776720049.804,3,wall
48,1776720049.87,3,wall
48,1776720050.972,3,wall
48,1776720051.007,3,wall
48,1776720051.41,3,wall
48,1776720051.56,3,wall
49,1776720271.066,1,wall
49,1776720271.13,1,wall
49,1776720271.682,1,wall
49,1776720271.779,1,wall
49,1776720272.366,1,wall
49,1776720272.496,1,wall
49,1776720272.528,1,wall
49,1776720272.576,1,wall
49,1776720273.112,1,wall
49,1776720273.16,1,wall
49,1776720273.192,1,wall
49,1776720273.965,1,wall
49,1776720274.147,1,wall
49,1776720274.197,1,wall
49,1776720274.469,1,wall
49,1776720274.502,1,wall
49,1776720274.537,1,wall
49,1776720275.865,1,wall
49,1776720275.897,1,wall
49,1776720277.296,1,wall
49,1776720277.36,1,wall
49,1776720277.408,1,wall
49,1776720278.184,1,wall
49,1776720278.234,1,wall
49,1776720278.282,1,wall
49,1776720278.332,1,wall
49,1776720278.381,1,wall
49,1776720278.461,1,wall
49,1776720278.494,1,wall
49,1776720278.544,1,wall
49,1776720278.64,1,wall
49,1776720278.984,1,wall
49,1776720279.08,1,wall
49,1776720279.196,1,wall
49,1776720279.865,1,wall
49,1776720279.963,1,wall
49,1776720280.013,1,wall
49,1776720280.045,1,wall
49,1776720280.078,1,wall
49,1776720280.112,1,wall
49,1776720280.144,1,wall
49,1776720280.227,1,wall
49,1776720280.788,1,wall
49,1776720280.839,1,wall
49,1776720280.871,1,wall
49,1776720281.003,1,wall
49,1776720281.083,1,wall
49,1776720281.227,1,wall
49,1776720281.291,1,wall
49,1776720281.375,1,wall
49,1776720281.407,1,wall
49,1776720281.506,1,wall
49,1776720281.671,1,wall
49,1776720283.237,1,wall
49,1776720285.202,1,wall
49,1776720285.234,1,wall
49,1776720285.266,1,wall
49,1776720285.348,1,wall
49,1776720285.415,1,wall
49,1776720285.514,1,wall
49,1776720285.729,1,wall
49,1776720285.796,1,wall
49,1776720285.863,1,wall
49,1776720285.912,1,wall
49,1776720285.946,1,wall
49,1776720286.045,1,wall
49,1776720286.127,1,wall
49,1776720286.159,1,wall
49,1776720286.864,1,wall
49,1776720287.028,1,wall
49,1776720287.897,1,wall
49,1776720287.945,1,wall
49,1776720287.98,1,wall
49,1776720288.224,1,wall
49,1776720288.851,1,wall
49,1776720288.883,1,wall
49,1776720288.931,1,wall
49,1776720289.077,1,wall
49,1776720289.209,1,wall
49,1776720289.669,1,wall
49,1776720289.782,1,wall
49,1776720290.21,1,wall
49,1776720290.338,1,wall
49,1776720290.503,1,wall
49,1776720290.747,1,wall
49,1776720290.829,1,wall
49,1776720292.298,1,wall
49,1776720292.397,1,wall
49,1776720293.851,1,wall
49,1776720294.019,1,wall
49,1776720294.202,1,wall
49,1776720295.772,2,wall
49,1776720296.612,2,wall
49,1776720296.679,2,wall
49,1776720297.582,2,wall
49,1776720298.907,2,wall
49,1776720299.037,2,wall
49,1776720299.087,2,wall
49,1776720299.119,2,wall
49,1776720299.153,2,wall
49,1776720299.285,2,wall
49,1776720299.317,2,wall
49,1776720299.401,2,wall
49,1776720299.433,2,wall
49,1776720299.465,2,wall
49,1776720299.532,2,wall
49,1776720299.596,2,wall
49,1776720300.251,2,wall
49,1776720300.315,2,wall
49,1776720300.892,2,wall
49,1776720300.988,2,wall
49,1776720301.135,2,wall
49,1776720301.318,2,wall
49,1776720301.35,2,wall
49,1776720301.743,2,wall
49,1776720301.775,2,wall
49,1776720301.808,2,wall
49,1776720301.858,2,wall
49,1776720301.906,2,wall
49,1776720301.957,2,wall
49,1776720301.989,2,wall
49,1776720302.038,2,wall
49,1776720302.873,2,wall
49,1776720303.037,2,wall
49,1776720303.12,2,wall
49,1776720303.184,2,wall
49,1776720303.235,2,wall
49,1776720303.284,2,wall
49,1776720304.037,2,wall
49,1776720304.069,2,wall
49,1776720304.119,2,wall
49,1776720304.151,2,wall
49,1776720304.185,2,wall
49,1776720304.217,2,wall
49,1776720304.268,2,wall
49,1776720304.385,2,wall
49,1776720305.046,2,wall
49,1776720305.979,2,wall
49,1776720307.66,2,wall
49,1776720309.247,2,wall
49,1776720309.331,2,wall
49,1776720309.429,2,wall
49,1776720309.494,2,wall
49,1776720309.56,2,wall
49,1776720309.659,2,wall
49,1776720309.709,2,wall
49,1776720309.76,2,wall
49,1776720309.843,2,wall
49,1776720309.926,2,wall
49,1776720309.974,2,wall
49,1776720310.025,2,wall
49,1776720311.398,2,wall
49,1776720312.027,2,obstacle
49,1776720312.339,2,wall
49,1776720312.404,2,wall
49,1776720312.454,2,wall
49,1776720312.486,2,wall
49,1776720312.552,2,wall
49,1776720312.636,2,wall
49,1776720312.716,2,wall
49,1776720312.781,2,wall
49,1776720312.961,2,wall
49,1776720313.742,2,wall
49,1776720313.922,2,wall
49,1776720313.954,2,wall
49,1776720314.197,2,wall
49,1776720315.34,2,wall
49,1776720316.831,2,wall
49,1776720317.026,2,wall
49,1776720317.296,2,wall
49,1776720317.51,2,wall
49,1776720318.211,2,wall
49,1776720318.277,2,wall
49,1776720319.032,3,wall
49,1776720319.097,3,wall
49,1776720319.358,3,wall
49,1776720319.783,3,wall
49,1776720320.029,3,wall
49,1776720320.935,3,wall
49,1776720320.968,3,wall
49,1776720322.133,3,wall
49,1776720322.166,3,wall
49,1776720323.489,3,wall
49,1776720323.539,3,wall
49,1776720323.819,3,wall
49,1776720325.107,3,wall
49,1776720325.174,3,wall
49,1776720325.386,3,wall
49,1776720325.437,3,wall
49,1776720326.17,3,wall
49,1776720326.254,3,wall
49,1776720326.304,3,wall
49,1776720326.894,3,wall
49,1776720326.977,3,wall
49,1776720327.025,3,wall
49,1776720327.076,3,wall
49,1776720327.286,3,wall
49,1776720327.403,3,wall
49,1776720327.503,3,wall
49,1776720327.619,3,wall
49,1776720328.134,3,wall
49,1776720328.216,3,wall
49,1776720328.282,3,wall
49,1776720328.33,3,wall
49,1776720328.38,3,wall
49,1776720328.463,3,wall
49,1776720330.077,3,wall
49,1776720330.504,3,wall
49,1776720331.876,3,wall
49,1776720331.958,3,wall
49,1776720332.105,3,wall
49,1776720332.223,3,wall
49,1776720332.387,3,wall
49,1776720332.469,3,wall
49,1776720332.501,3,wall
49,1776720332.552,3,wall
49,1776720332.584,3,wall
49,1776720332.635,3,wall
49,1776720332.75,3,wall
49,1776720332.817,3,wall
49,1776720332.865,3,wall
49,1776720332.965,3,wall
49,1776720332.998,3,wall
49,1776720333.03,3,wall
49,1776720333.081,3,wall
49,1776720333.129,3,wall
49,1776720334.258,3,wall
49,1776720334.918,3,obstacle
49,1776720335.442,3,wall
49,1776720335.474,3,wall
49,1776720337.489,3,wall
49,1776720337.537,3,wall
49,1776720338.44,3,wall
49,1776720338.474,3,wall
49,1776720338.506,3,wall
49,1776720338.554,3,wall
49,1776720338.588,3,wall
49,1776720338.784,3,wall
49,1776720338.981,3,wall
49,1776720339.047,3,wall
49,1776720339.113,3,wall
49,1776720339.444,3,wall
50,1776720703.917,1,wall
50,1776720703.985,1,wall
50,1776720704.05,1,wall
50,1776720704.099,1,wall
50,1776720704.151,1,wall
50,1776720704.217,1,wall
50,1776720704.317,1,wall
50,1776720704.385,1,wall
50,1776720704.551,1,wall
50,1776720705.3,1,wall
50,1776720705.583,1,wall
50,1776720707.414,1,wall
50,1776720707.448,1,wall
50,1776720708.064,1,wall
50,1776720708.484,1,wall
50,1776720708.55,1,wall
50,1776720709.886,1,wall
50,1776720709.918,1,wall
50,1776720711.802,1,wall
50,1776720713.099,1,wall
50,1776720713.216,1,wall
50,1776720713.368,1,wall
50,1776720713.436,1,wall
50,1776720714.603,1,wall
50,1776720714.636,1,wall
50,1776720714.67,1,wall
50,1776720716.099,1,wall
50,1776720716.183,1,wall
50,1776720716.216,1,wall
50,1776720716.25,1,wall
50,1776720716.284,1,wall
50,1776720716.351,1,wall
50,1776720716.418,1,wall
50,1776720716.469,1,wall
50,1776720716.502,1,wall
50,1776720716.552,1,wall
50,1776720716.62,1,wall
50,1776720716.705,1,wall
50,1776720716.771,1,wall
50,1776720717.459,1,wall
50,1776720717.543,1,wall
50,1776720717.778,1,wall
50,1776720717.929,1,wall
50,1776720718.046,1,wall
50,1776720718.215,1,wall
50,1776720718.349,1,wall
50,1776720718.415,1,wall
50,1776720718.45,1,wall
50,1776720718.5,1,wall
50,1776720718.6,1,wall
50,1776720719.931,1,wall
50,1776720720.582,1,obstacle
50,1776720721.252,1,wall
50,1776720721.286,1,wall
50,1776720722.651,1,wall
50,1776720722.783,1,wall
50,1776720722.815,1,wall
50,1776720722.882,1,wall
50,1776720722.915,1,wall
50,1776720722.949,1,wall
50,1776720723.049,1,wall
50,1776720723.098,1,wall
50,1776720723.516,1,wall
50,1776720723.566,1,wall
50,1776720723.682,1,wall
50,1776720723.749,1,wall
50,1776720723.849,1,wall
50,1776720723.917,1,wall
50,1776720723.967,1,wall
50,1776720724.016,1,wall
50,1776720725.139,1,wall
50,1776720725.321,1,wall
50,1776720725.354,1,wall
50,1776720725.421,1,wall
50,1776720725.455,1,wall
50,1776720725.588,1,wall
50,1776720726.004,1,wall
50,1776720726.155,1,wall
50,1776720726.222,1,wall
50,1776720726.257,1,wall
50,1776720726.34,1,wall
50,1776720727.148,1,wall
50,1776720727.247,1,wall
50,1776720727.801,2,wall
50,1776720727.834,2,wall
50,1776720728.92,2,wall
50,1776720729.204,2,wall
50,1776720730.051,2,wall
50,1776720730.168,2,wall
50,1776720730.201,2,wall
50,1776720730.268,2,wall
50,1776720731.789,2,wall
50,1776720732.104,2,wall
50,1776720732.559,2,wall
50,1776720732.677,2,wall
50,1776720733.999,2,wall
50,1776720734.032,2,wall
50,1776720734.083,2,wall
50,1776720734.117,2,wall
50,1776720734.199,2,wall
50,1776720734.284,2,wall
50,1776720734.333,2,wall
50,1776720734.467,2,wall
50,1776720734.617,2,wall
50,1776720735.182,2,wall
50,1776720735.248,2,wall
50,1776720735.281,2,wall
50,1776720735.347,2,wall
50,1776720735.397,2,wall
50,1776720735.479,2,wall
50,1776720735.513,2,wall
50,1776720736.149,2,wall
50,1776720736.182,2,wall
50,1776720736.316,2,wall
50,1776720736.435,2,wall
50,1776720736.484,2,wall
50,1776720737.604,2,wall
50,1776720739.061,2,wall
50,1776720739.144,2,wall
50,1776720739.809,2,wall
50,1776720739.842,2,wall
50,1776720739.892,2,wall
50,1776720739.926,2,wall
50,1776720741.064,2,wall
50,1776720741.131,2,wall
50,1776720741.963,2,wall
50,1776720742.047,2,wall
50,1776720742.132,2,wall
50,1776720742.165,2,wall
50,1776720742.317,2,wall
50,1776720743.76,2,wall
50,1776720743.827,2,wall
50,1776720744.342,2,obstacle
50,1776720744.623,2,wall
50,1776720744.89,2,wall
50,1776720744.924,2,wall
50,1776720744.975,2,wall
50,1776720745.024,2,wall
50,1776720745.075,2,wall
50,1776720745.108,2,wall
50,1776720745.157,2,wall
50,1776720745.24,2,wall
50,1776720745.306,2,wall
50,1776720745.339,2,wall
50,1776720745.372,2,wall
50,1776720745.421,2,wall
50,1776720745.454,2,wall
50,1776720746.52,2,wall
50,1776720746.702,2,wall
50,1776720746.803,2,wall
50,1776720746.854,2,wall
50,1776720746.903,2,wall
50,1776720746.969,2,wall
50,1776720747.436,2,wall
50,1776720747.486,2,wall
50,1776720747.685,2,wall
50,1776720749.275,2,wall
50,1776720749.341,2,wall
50,1776720749.608,2,wall
50,1776720750.607,3,wall
50,1776720751.663,3,wall
50,1776720751.713,3,wall
50,1776720752.214,3,wall
50,1776720753.415,3,wall
50,1776720753.833,3,wall
50,1776720753.917,3,wall
50,1776720753.966,3,wall
50,1776720754.986,3,wall
50,1776720755.036,3,wall
50,1776720755.15,3,wall
50,1776720755.25,3,wall
50,1776720755.316,3,wall
50,1776720755.401,3,wall
50,1776720755.517,3,wall
50,1776720755.601,3,wall
50,1776720756.233,3,wall
50,1776720756.284,3,wall
50,1776720757.571,3,wall
50,1776720757.654,3,wall
50,1776720757.687,3,wall
50,1776720757.789,3,wall
50,1776720757.838,3,wall
50,1776720758.019,3,wall
50,1776720758.202,3,wall
50,1776720758.252,3,wall
50,1776720758.301,3,wall
50,1776720758.367,3,wall
50,1776720758.432,3,wall
50,1776720758.55,3,wall
50,1776720758.649,3,wall
50,1776720758.682,3,wall
50,1776720759.354,3,wall
50,1776720759.436,3,wall
50,1776720759.503,3,wall
50,1776720759.571,3,wall
50,1776720759.822,3,wall
50,1776720760.224,3,wall
50,1776720760.292,3,wall
50,1776720760.342,3,wall
50,1776720762.005,3,wall
50,1776720763.198,3,wall
50,1776720763.62,3,wall
50,1776720763.737,3,wall
50,1776720764.372,3,wall
50,1776720764.489,3,wall
50,1776720764.522,3,wall
50,1776720764.588,3,wall
50,1776720764.704,3,wall
50,1776720764.738,3,wall
50,1776720765.605,3,wall
50,1776720766.242,3,wall
50,1776720766.488,3,wall
50,1776720766.539,3,wall
50,1776720766.639,3,wall
50,1776720766.738,3,wall
50,1776720766.853,3,wall
50,1776720766.954,3,wall
50,1776720767.052,3,wall
50,1776720767.153,3,wall
50,1776720767.788,3,obstacle
50,1776720768.497,3,wall
50,1776720769.156,3,wall
50,1776720769.341,3,wall
50,1776720769.426,3,wall
50,1776720769.476,3,wall
50,1776720771.024,3,wall
50,1776720771.074,3,wall
50,1776720771.242,3,wall
50,1776720771.475,3,wall
50,1776720771.542,3,wall
50,1776720771.61,3,wall
50,1776720771.677,3,wall
50,1776720771.762,3,wall
50,1776720771.812,3,wall
50,1776720771.879,3,wall
50,1776720771.946,3,wall
50,1776720772.011,3,wall
50,1776720772.8,3,wall
50,1776720772.916,3,wall
50,1776720773.0,3,wall
50,1776720773.085,3,wall
50,1776720773.767,3,wall
50,1776720773.816,3,wall
51,1776722035.449,1,wall
51,1776722036.218,1,wall
51,1776722036.284,1,wall
51,1776722037.78,1,wall
51,1776722038.227,1,wall
51,1776722038.294,1,wall
51,1776722039.697,1,wall
51,1776722041.064,1,wall
51,1776722041.113,1,wall
51,1776722041.147,1,wall
51,1776722041.248,1,wall
51,1776722041.282,1,wall
51,1776722041.349,1,wall
51,1776722042.211,1,wall
51,1776722042.244,1,wall
51,1776722042.293,1,wall
51,1776722042.326,1,wall
51,1776722042.36,1,wall
51,1776722042.426,1,wall
51,1776722042.494,1,wall
51,1776722042.561,1,wall
51,1776722042.629,1,wall
51,1776722042.729,1,wall
51,1776722042.796,1,wall
51,1776722043.397,1,wall
51,1776722043.431,1,wall
51,1776722043.464,1,wall
51,1776722043.547,1,wall
51,1776722043.58,1,wall
51,1776722043.697,1,wall
51,1776722043.763,1,wall
51,1776722043.829,1,wall
51,1776722043.863,1,wall
51,1776722043.895,1,wall
51,1776722043.928,1,wall
51,1776722043.995,1,wall
51,1776722044.029,1,wall
51,1776722044.847,1,wall
51,1776722045.881,1,wall
51,1776722045.914,1,wall
51,1776722045.998,1,wall
51,1776722046.083,1,wall
51,1776722047.034,1,wall
51,1776722047.134,1,wall
51,1776722048.72,1,wall
51,1776722048.853,1,wall
51,1776722048.886,1,wall
51,1776722048.953,1,wall
51,1776722049.037,1,wall
51,1776722049.071,1,wall
51,1776722049.105,1,wall
51,1776722049.188,1,wall
51,1776722049.237,1,wall
51,1776722049.286,1,wall
51,1776722049.352,1,wall
51,1776722049.4,1,wall
51,1776722049.433,1,wall
51,1776722049.466,1,wall
51,1776722049.533,1,wall
51,1776722049.584,1,wall
51,1776722049.668,1,wall
51,1776722051.021,1,wall
51,1776722051.754,1,obstacle
51,1776722051.853,1,wall
51,1776722051.936,1,wall
51,1776722052.036,1,wall
51,1776722052.121,1,wall
51,1776722052.171,1,wall
51,1776722052.255,1,wall
51,1776722052.372,1,wall
51,1776722052.455,1,wall
51,1776722052.522,1,wall
51,1776722053.506,1,wall
51,1776722053.54,1,wall
51,1776722053.641,1,wall
51,1776722053.758,1,wall
51,1776722055.01,1,wall
51,1776722055.158,1,wall
